Provider,unique_physicians,unique_diagnosis_codes,unique_procedure_codes,dominant_state,dominant_gender,dominant_race,fraud,total_claims,inpatient_claims,outpatient_claims,avg_claim_amount_reimbursed,total_claim_amount_reimbursed,avg_deductible_amount,total_deductible_amount,unique_beneficiaries,avg_claim_duration,avg_patient_age,avg_chronic_condition_count,pct_claims_with_admit_diagnosis
PRV51436,104,312,14,5,1,1,0,120,25,95,1611.75,193410,226.41666666666666,27170.0,116,2.033333333333333,75.12407027150354,4.741666666666666,42.5
PRV51437,2,4,0,5,1,1,0,2,0,2,440.0,880,0.0,0.0,2,0.0,75.46201232032854,5.5,0.0
PRV51438,7,30,0,5,2,1,0,9,2,7,2167.777777777778,19510,237.33333333333334,2136.0,9,5.0,73.76773899155829,4.444444444444445,44.44444444444444
PRV51439,30,100,0,5,1,1,0,42,0,42,358.0952380952381,15040,5.0,210.0,41,0.38095238095238093,76.2093152113686,4.404761904761905,26.190476190476193
PRV51440,37,182,5,5,2,1,0,71,7,64,1498.3098591549297,106380,92.97142857142858,6508.0,71,2.4788732394366195,77.11025633610011,4.197183098591549,30.985915492957744
PRV51441,28,174,0,5,2,1,0,85,0,85,342.70588235294116,29130,3.411764705882353,290.0,79,1.8235294117647058,74.86617546402545,3.9058823529411764,17.647058823529413
PRV51442,6,20,0,5,1,1,0,6,2,4,4328.333333333333,25970,356.0,2136.0,6,1.3333333333333333,77.5254391968971,3.8333333333333335,33.33333333333333
PRV51443,32,143,2,5,2,1,0,73,2,71,464.3835616438356,33900,33.23287671232877,2426.0,72,1.6575342465753424,72.92183060954686,4.5479452054794525,16.43835616438356
PRV51444,38,117,4,5,2,1,0,42,4,38,1760.0,73920,101.71428571428571,4272.0,40,2.6904761904761907,72.84580033245331,4.666666666666667,35.714285714285715
PRV51446,29,107,13,5,1,1,0,24,12,12,4057.9166666666665,97390,510.7826086956522,11748.0,24,2.6666666666666665,71.91489847136664,4.708333333333333,62.5
PRV51447,107,231,13,5,2,1,1,89,16,73,3026.85393258427,269390,194.58426966292134,17318.0,80,2.202247191011236,73.1270101285098,4.382022471910112,32.58426966292135
PRV51448,51,140,8,5,2,1,0,51,11,40,2265.6862745098038,115550,230.35294117647058,11748.0,47,1.9019607843137254,73.22403403524312,4.9411764705882355,31.372549019607842
PRV51449,22,78,6,5,1,1,0,17,9,8,4104.705882352941,69780,534.0,8544.0,17,3.0,72.84680114345532,5.176470588235294,58.82352941176471
PRV51451,4,13,0,5,2,1,0,6,0,6,195.0,1170,0.0,0.0,6,6.666666666666667,71.37348847821127,4.333333333333333,16.666666666666664
PRV51453,13,29,0,5,1,1,0,12,0,12,590.0,7080,8.333333333333334,100.0,12,0.6666666666666666,76.96805840748347,5.333333333333333,8.333333333333332
PRV51454,21,74,0,5,2,1,0,34,0,34,312.6470588235294,10630,4.117647058823529,140.0,32,2.735294117647059,77.58086725449934,4.705882352941177,23.52941176470588
PRV51455,37,109,7,5,2,1,0,34,9,25,3342.6470588235293,113650,284.1764705882353,9662.0,34,2.5588235294117645,72.14816604259774,4.588235294117647,41.17647058823529
PRV51456,10,427,55,5,2,1,0,135,112,23,7696.222222222223,1038990,883.3082706766917,117480.0,124,4.940740740740741,74.23073998022663,5.288888888888889,88.14814814814815
PRV51458,38,113,0,5,2,1,0,56,0,56,222.14285714285714,12440,4.285714285714286,240.0,55,0.16071428571428573,74.52693849613767,4.410714285714286,23.214285714285715
PRV51459,7,3859,6,5,2,1,1,8240,0,8240,281.78276699029124,2321890,2.7657766990291264,22790.0,2857,1.4007281553398059,74.45479157114093,4.354733009708738,20.449029126213592
PRV51460,73,661,12,5,2,1,0,452,17,435,740.0,334480,42.80088495575221,19346.0,413,1.3539823008849559,73.50184441496611,4.2234513274336285,18.805309734513273
PRV51462,15,68,0,5,2,1,0,30,0,30,314.3333333333333,9430,0.0,0.0,29,1.2333333333333334,76.82728724617841,4.833333333333333,20.0
PRV51464,109,241,0,5,2,1,0,145,0,145,265.7241379310345,38530,2.206896551724138,320.0,143,0.8482758620689655,74.93480610823951,4.096551724137931,21.379310344827587
PRV51465,9,26,0,5,1,1,0,7,1,6,557.1428571428571,3900,152.57142857142858,1068.0,7,3.0,68.42475799354649,4.714285714285714,57.14285714285714
PRV51466,60,170,5,5,2,1,0,74,5,69,781.8918918918919,57860,74.32432432432432,5500.0,71,3.391891891891892,76.88950552194906,4.837837837837838,27.027027027027028
PRV51467,17,83,3,5,2,1,0,25,7,18,2970.4,74260,267.0,6408.0,25,2.04,72.78576317590691,4.48,36.0
PRV51468,85,315,6,5,2,1,0,159,15,144,872.1383647798742,138670,96.53164556962025,15252.0,151,1.440251572327044,73.4338589490269,4.39622641509434,27.67295597484277
PRV51469,29,77,0,5,2,1,0,28,0,28,333.92857142857144,9350,0.0,0.0,28,1.0,75.84619145399434,5.25,17.857142857142858
PRV51470,20,68,3,5,1,1,0,27,3,24,1318.148148148148,35590,118.66666666666667,3204.0,27,2.1481481481481484,72.84792252896291,4.814814814814815,33.33333333333333
PRV51471,21,516,74,5,2,1,1,180,161,19,8901.166666666666,1602210,952.0457142857143,166608.0,173,4.883333333333334,73.94264202600958,5.616666666666666,91.66666666666666
PRV51472,9,30,0,5,1,1,0,16,0,16,135.625,2170,12.5,200.0,16,2.1875,74.71851471594798,4.3125,6.25
PRV51474,24,249,28,5,2,1,0,71,41,30,5792.394366197183,411260,611.2857142857143,42790.0,65,3.295774647887324,70.56451783941155,5.140845070422535,63.38028169014085
PRV51475,28,132,4,5,2,1,0,43,11,32,1700.6976744186047,73130,274.13953488372096,11788.0,42,2.2093023255813953,72.9639144899161,4.674418604651163,32.55813953488372
PRV51476,18,67,3,5,1,1,0,18,3,15,1121.111111111111,20180,181.88888888888889,3274.0,18,2.111111111111111,73.64042892995664,4.333333333333333,44.44444444444444
PRV51477,15,56,0,5,2,1,0,22,0,22,451.8181818181818,9940,0.0,0.0,22,1.5909090909090908,72.89826395370542,3.772727272727273,27.27272727272727
PRV51478,13,50,0,5,1,1,0,17,0,17,231.1764705882353,3930,1.1764705882352942,20.0,16,4.411764705882353,71.66582115392357,4.588235294117647,17.647058823529413
PRV51479,82,445,15,5,2,1,0,228,13,215,590.4824561403509,134630,63.70175438596491,14524.0,217,1.9035087719298245,73.09856262833675,4.473684210526316,26.75438596491228
PRV51480,6,1826,0,5,2,1,1,1924,0,1924,289.95841995841994,557880,2.8482328482328483,5480.0,759,1.5602910602910602,73.48074753002885,4.500519750519751,22.03742203742204
PRV51482,80,222,4,5,2,1,1,91,11,80,2400.769230769231,218470,130.1978021978022,11848.0,90,1.4725274725274726,75.6884265631699,4.571428571428571,29.67032967032967
PRV51483,65,182,4,5,2,1,0,77,6,71,784.4155844155844,60400,71.44736842105263,5430.0,75,1.12987012987013,74.76490928646986,4.909090909090909,25.97402597402597
PRV51484,33,192,0,5,2,1,0,86,2,84,274.06976744186045,23570,26.0,2236.0,75,0.7906976744186046,72.13635133629403,4.988372093023256,17.441860465116278
PRV51486,15,390,0,5,2,1,0,214,0,214,250.74766355140187,53660,2.102803738317757,450.0,132,0.9252336448598131,76.19154720553712,4.0046728971962615,21.49532710280374
PRV51487,10,32,0,5,2,1,0,13,0,13,710.7692307692307,9240,4.615384615384615,60.0,12,0.0,72.70510187963987,5.0,7.6923076923076925
PRV51488,151,449,2,5,2,1,0,272,3,269,400.4779411764706,108930,13.838235294117647,3764.0,260,1.625,74.22426218947538,4.580882352941177,21.691176470588236
PRV51490,13,254,24,5,2,1,1,64,48,16,6907.34375,442070,801.0,51264.0,56,4.046875,72.45897501711157,5.4375,78.125
PRV51491,58,162,3,5,2,1,0,71,8,63,950.4225352112676,67480,110.51428571428572,7736.0,63,2.1549295774647885,73.04717008415999,4.605633802816901,23.943661971830984
PRV51492,60,212,10,5,2,1,0,81,14,67,1858.641975308642,150550,175.3,14024.0,80,2.0864197530864197,74.4581843993206,4.7407407407407405,28.39506172839506
PRV51494,27,75,0,5,1,1,0,38,0,38,459.2105263157895,17450,2.1052631578947367,80.0,37,1.3421052631578947,74.25512446413775,4.105263157894737,21.052631578947366
PRV51495,42,413,43,5,2,1,1,141,90,51,5997.801418439716,845690,676.1438848920864,93984.0,127,4.950354609929078,74.3663380274853,4.907801418439717,69.50354609929079
PRV51496,5,231,0,5,2,1,0,123,0,123,237.8048780487805,29250,4.308943089430894,530.0,105,1.1382113821138211,71.81402647702042,4.5528455284552845,15.447154471544716
PRV51497,19,58,5,5,2,1,0,15,4,11,6946.0,104190,284.8,4272.0,15,2.7333333333333334,74.86470454026923,4.933333333333334,33.33333333333333
PRV51499,9,716,1,5,2,1,0,474,2,472,290.80168776371306,137840,7.037974683544304,3336.0,341,1.4831223628691983,74.73730206176337,4.189873417721519,18.565400843881857
PRV51500,7,21,0,5,2,1,0,8,0,8,137.5,1100,1.25,10.0,8,0.0,78.05167693360711,5.75,25.0
PRV51501,14,657,96,5,2,1,1,233,223,10,8889.742489270386,2071310,1021.215859030837,231816.0,217,5.459227467811159,75.29828766821478,5.351931330472103,97.42489270386267
PRV51502,29,66,0,5,1,1,0,31,0,31,270.64516129032256,8390,0.0,0.0,31,3.838709677419355,75.32896160385064,4.645161290322581,9.67741935483871
PRV51503,11,116,0,5,2,1,0,57,0,57,422.280701754386,24070,0.7017543859649122,40.0,52,1.1754385964912282,75.0517429782533,4.508771929824562,33.33333333333333
PRV51504,68,243,0,5,2,1,0,128,0,128,275.703125,35290,3.4375,440.0,123,1.546875,74.16536190965093,4.125,22.65625
PRV51505,21,44,0,5,2,1,0,15,0,15,162.0,2430,2.6666666666666665,40.0,15,0.26666666666666666,73.72265571526351,5.4,20.0
PRV51507,103,1209,5,5,2,1,1,1013,6,1007,333.01085883514315,337340,9.070088845014807,9188.0,726,1.3840078973346495,72.9672099800472,4.486673247778874,18.657453109575517
PRV51508,125,395,9,5,1,1,0,202,12,190,1183.4158415841584,239050,63.94059405940594,12916.0,191,1.7079207920792079,71.53501263884088,4.247524752475248,25.247524752475247
PRV51509,2,1186,0,5,2,1,0,1030,0,1030,312.747572815534,322130,2.7572815533980584,2840.0,493,1.4893203883495145,73.33070180684861,4.4524271844660195,23.300970873786408
PRV51510,14,105,0,5,2,1,0,57,0,57,351.2280701754386,20020,3.8596491228070176,220.0,52,2.5789473684210527,70.790446341727,4.87719298245614,22.807017543859647
PRV51511,16,34,0,5,2,1,0,16,0,16,547.5,8760,2.5,40.0,16,1.5,74.25102669404518,4.4375,31.25
PRV51514,77,273,15,5,2,1,0,93,21,72,2572.2580645161293,239220,241.48387096774192,22458.0,88,2.89247311827957,76.37985471727275,4.397849462365591,41.935483870967744
PRV51515,38,147,4,5,1,1,0,48,5,43,1100.0,52800,92.59574468085107,4352.0,48,2.5,72.25045630846452,4.604166666666667,22.916666666666664
PRV51516,30,102,2,3,2,1,0,40,3,37,831.5,33260,80.6,3224.0,39,1.225,67.8892539356605,4.0,22.5
PRV51517,2,18,0,5,2,1,0,11,0,11,544.5454545454545,5990,13.636363636363637,150.0,11,1.9090909090909092,75.39692614025263,4.090909090909091,27.27272727272727
PRV51518,14,126,3,5,2,1,0,53,5,48,828.6792452830189,43920,110.56603773584905,5860.0,48,0.7735849056603774,76.3618095643976,4.830188679245283,28.30188679245283
PRV51521,2,81,0,5,1,1,0,46,0,46,175.43478260869566,8070,2.1739130434782608,100.0,39,0.4782608695652174,71.16394369550338,4.456521739130435,23.91304347826087
PRV51522,91,374,6,5,2,1,0,190,12,178,1088.3157894736842,206780,71.08421052631579,13506.0,169,2.168421052631579,72.81645592420476,4.594736842105263,23.684210526315788
PRV51523,9,277,37,5,1,1,0,65,60,5,11289.384615384615,733810,983.2380952380952,61944.0,65,5.138461538461539,74.34044121518454,5.153846153846154,95.38461538461539
PRV51525,60,140,7,5,2,1,0,61,5,56,1242.1311475409836,75770,89.67213114754098,5470.0,61,2.3114754098360657,73.12099280753134,3.9836065573770494,27.86885245901639
PRV51526,29,70,7,5,2,1,0,20,7,13,2157.5,43150,373.8,7476.0,20,3.5,74.16550308008213,4.6,50.0
PRV51527,28,79,0,5,2,1,0,41,0,41,302.6829268292683,12410,2.926829268292683,120.0,40,1.170731707317073,72.83016978013723,4.512195121951219,14.634146341463413
PRV51528,11,29,0,5,1,1,0,17,0,17,392.3529411764706,6670,0.0,0.0,17,1.1764705882352942,74.82127471111647,4.823529411764706,23.52941176470588
PRV51529,20,57,0,5,2,1,0,23,0,23,252.17391304347825,5800,3.4782608695652173,80.0,23,0.8695652173913043,76.76564592447103,4.695652173913044,30.434782608695656
PRV51531,21,70,0,5,2,1,0,34,0,34,290.29411764705884,9870,4.117647058823529,140.0,23,1.9705882352941178,72.17787977614044,4.794117647058823,14.705882352941178
PRV51532,37,92,3,5,2,1,0,32,6,26,2216.5625,70930,206.5,6608.0,30,3.34375,72.3590862422998,4.9375,40.625
PRV51533,35,132,12,5,2,1,0,36,13,23,2676.3888888888887,96350,385.6666666666667,13884.0,36,5.055555555555555,74.88904099171039,4.527777777777778,50.0
PRV51534,2,1,0,5,1,1,0,1,0,1,50.0,50,0.0,0.0,1,0.0,74.84462696783025,7.0,0.0
PRV51535,71,590,1,5,2,1,0,388,2,386,312.75773195876286,121350,8.958762886597938,3476.0,306,1.4948453608247423,74.25102140180783,4.311855670103093,19.587628865979383
PRV51536,19,44,4,5,1,1,0,16,4,12,2596.875,41550,274.5,4392.0,16,2.1875,73.92351129363449,4.125,37.5
PRV51539,320,845,47,5,2,1,1,538,69,469,1587.806691449814,854240,137.51210428305401,73844.0,488,1.6524163568773234,73.97876384510279,4.421933085501859,29.182156133828997
PRV51540,43,124,6,5,2,1,0,55,7,48,1217.090909090909,66940,137.2,7546.0,54,0.9818181818181818,75.304934353805,4.763636363636364,20.0
PRV51541,40,113,0,5,1,1,0,51,0,51,238.0392156862745,12140,5.294117647058823,270.0,51,0.6078431372549019,73.03093502972715,4.411764705882353,19.607843137254903
PRV51542,27,407,51,5,1,1,1,113,93,20,8536.814159292035,964660,875.8378378378378,97218.0,97,4.964601769911504,74.04563488458021,5.486725663716814,84.070796460177
PRV51544,180,466,31,5,2,1,0,233,45,188,2060.7296137339054,480150,198.02608695652174,45546.0,227,2.3218884120171674,75.05490095854154,4.76824034334764,33.47639484978541
PRV51546,43,127,6,5,1,1,0,36,9,27,3081.3888888888887,110930,271.1666666666667,9762.0,35,2.5,72.84318199102593,4.444444444444445,41.66666666666667
PRV51547,12,25,0,5,2,1,0,13,0,13,203.07692307692307,2640,0.0,0.0,13,1.8461538461538463,76.13036381824882,5.0,30.76923076923077
PRV51549,25,76,6,5,1,1,0,21,8,13,3910.0,82110,410.1904761904762,8614.0,21,4.285714285714286,74.445552622144,4.523809523809524,57.14285714285714
PRV51550,24,168,15,5,2,1,0,61,16,45,2033.4426229508197,124040,268.6666666666667,16120.0,53,3.081967213114754,75.92338506076008,4.852459016393443,49.18032786885246
PRV51551,13,83,3,5,2,1,0,28,5,23,4028.5714285714284,112800,194.28571428571428,5440.0,27,2.0,70.71262344773639,4.678571428571429,42.857142857142854
PRV51552,57,164,6,5,2,1,0,62,10,52,1516.774193548387,94040,176.93548387096774,10970.0,62,1.064516129032258,72.62144796979531,4.306451612903226,22.58064516129032
PRV51553,23,70,6,5,2,1,0,21,6,15,1951.904761904762,40990,305.14285714285717,6408.0,21,2.5238095238095237,75.55751116326066,3.9047619047619047,33.33333333333333
PRV51554,6,19,1,5,1,1,0,6,1,5,1606.6666666666667,9640,189.66666666666666,1138.0,6,0.8333333333333334,78.44718229523157,5.333333333333333,50.0
PRV51555,8,30,0,5,2,1,0,15,0,15,194.0,2910,0.0,0.0,15,0.6,78.54273328770249,4.333333333333333,6.666666666666667
PRV51556,65,173,8,5,2,1,0,56,10,46,2468.75,138250,190.71428571428572,10680.0,56,3.1964285714285716,74.25354453896549,4.589285714285714,35.714285714285715
PRV51557,12,19,1,5,2,1,0,10,1,9,1674.0,16740,106.8,1068.0,10,1.0,80.3460643394935,4.7,20.0
PRV51558,26,85,1,5,1,1,0,26,5,21,995.0,25870,209.23076923076923,5440.0,25,1.1538461538461537,72.9211814879166,4.923076923076923,46.15384615384615
PRV51560,33,623,88,5,2,1,1,238,200,38,8219.285714285714,1956190,893.8197424892704,208260.0,204,5.26890756302521,75.58825254947975,5.373949579831932,86.5546218487395
PRV51562,10,80,0,5,2,1,0,24,0,24,242.5,5820,3.3333333333333335,80.0,24,1.8333333333333333,73.61464750171116,5.0,16.666666666666664
PRV51563,17,63,0,5,1,1,0,19,0,19,225.26315789473685,4280,0.0,0.0,19,0.3684210526315789,76.00374653265608,4.7368421052631575,26.31578947368421
PRV51564,18,59,0,5,2,1,0,24,0,24,379.1666666666667,9100,2.9166666666666665,70.0,24,1.6666666666666667,70.56593657312344,4.125,41.66666666666667
PRV51566,31,116,9,5,2,1,0,26,15,11,3462.6923076923076,90030,616.1538461538462,16020.0,25,3.6923076923076925,72.5072395092929,6.038461538461538,61.53846153846154
PRV51567,2,1571,0,5,2,1,1,1632,0,1632,285.171568627451,465400,2.8308823529411766,4620.0,827,1.2628676470588236,73.39996443478144,4.318627450980392,18.995098039215684
PRV51568,53,146,10,5,2,1,0,58,9,49,1810.5172413793102,105010,165.72413793103448,9612.0,57,2.8793103448275863,76.19183837239491,4.362068965517241,29.310344827586203
PRV51569,4,25,0,5,2,1,0,5,0,5,300.0,1500,0.0,0.0,5,0.2,77.10828199863107,4.4,40.0
PRV51570,1,5,0,5,2,1,0,1,0,1,0.0,0,0.0,0.0,1,0.0,70.88021902806297,7.0,0.0
PRV51571,3,44,0,5,2,1,0,22,0,22,210.9090909090909,4640,0.0,0.0,22,0.0,72.15543525605128,4.7727272727272725,18.181818181818183
PRV51572,5,16,1,5,2,1,0,4,1,3,1427.5,5710,267.0,1068.0,4,1.75,75.30321697467488,5.25,50.0
PRV51573,14,196,5,5,2,1,0,92,5,87,725.3260869565217,66730,58.47826086956522,5380.0,76,1.7717391304347827,72.67318394190995,4.315217391304348,26.08695652173913
PRV51574,12,2899,1,5,2,1,1,4444,0,4444,288.4360936093609,1281810,2.7655265526552655,12290.0,1715,1.4228172817281728,73.51682231878219,4.527902790279028,20.769576957695772
PRV51576,39,173,4,5,2,1,0,65,5,60,1504.3076923076924,97780,88.76923076923077,5770.0,65,2.4307692307692306,74.21647975569947,4.476923076923077,24.615384615384617
PRV51577,1,2,0,5,2,1,0,1,0,1,2100.0,2100,0.0,0.0,1,20.0,63.1047227926078,6.0,0.0
PRV51578,266,1621,54,5,2,1,1,1500,122,1378,1108.6133333333332,1662920,87.55006675567424,131150.0,1280,1.8006666666666666,73.12818434861967,4.378666666666667,25.866666666666667
PRV51579,46,179,12,5,1,1,0,72,18,54,3440.0,247680,270.75,19494.0,66,2.7222222222222223,76.28454635333486,5.013888888888889,37.5
PRV51580,3,10,0,5,2,1,0,3,0,3,570.0,1710,0.0,0.0,3,0.0,74.85284052019165,4.0,0.0
PRV51582,7,14,0,5,2,1,0,4,1,3,3592.5,14370,267.0,1068.0,4,6.5,77.92607802874744,4.75,25.0
PRV51583,11,100,0,5,2,1,0,47,2,45,690.0,32430,47.361702127659576,2226.0,46,1.5957446808510638,73.99461167664235,4.085106382978723,21.27659574468085
PRV51584,48,209,11,5,2,1,1,82,13,69,2096.7073170731705,171930,173.82926829268294,14254.0,78,2.3292682926829267,72.52793776397723,4.329268292682927,24.390243902439025
PRV51585,6,37,3,5,2,1,0,6,4,2,12846.666666666666,77080,712.0,4272.0,6,2.6666666666666665,71.40406114533424,3.3333333333333335,83.33333333333334
PRV51586,12,51,7,5,2,1,1,8,6,2,9063.75,72510,801.0,6408.0,8,5.875,70.00752908966462,4.75,75.0
PRV51587,6,14,0,5,2,1,0,5,0,5,300.0,1500,0.0,0.0,5,0.0,65.70951403148528,5.8,40.0
PRV51588,8,45,4,5,1,1,0,10,3,7,5843.0,58430,320.4,3204.0,9,1.6,66.41971252566735,4.9,30.0
PRV51590,6,315,43,5,2,1,1,84,81,3,9302.142857142857,781380,1028.9268292682927,84372.0,82,5.238095238095238,74.99009158762753,5.083333333333333,98.80952380952381
PRV51592,1,6,0,5,1,1,0,3,0,3,10.0,30,0.0,0.0,3,0.0,71.3283139402236,5.666666666666667,33.33333333333333
PRV51593,50,150,7,5,2,1,1,54,12,42,2777.777777777778,150000,239.1851851851852,12916.0,54,2.740740740740741,74.10621847035262,4.685185185185185,38.88888888888889
PRV51595,12,77,0,5,2,1,0,24,1,23,610.8333333333334,14660,44.916666666666664,1078.0,22,1.125,78.08761122518823,4.333333333333333,20.833333333333336
PRV51596,48,139,1,5,2,1,0,50,3,47,836.6,41830,69.68,3484.0,50,1.18,73.55652292950035,3.92,18.0
PRV51598,254,740,40,5,2,1,0,422,61,361,1847.2274881516587,779530,154.86935866983373,65200.0,399,1.8744075829383886,74.43394286196236,4.42654028436019,30.09478672985782
PRV51599,3,30,0,5,2,1,0,5,3,2,3242.0,16210,640.8,3204.0,5,4.8,78.28884325804243,5.4,60.0
PRV51600,13,229,3,5,2,1,0,109,3,106,330.73394495412845,36050,34.440366972477065,3754.0,103,1.4678899082568808,72.67994147529969,4.834862385321101,25.688073394495415
PRV51601,6,39,0,5,2,1,0,14,0,14,263.57142857142856,3690,0.0,0.0,14,1.4285714285714286,69.76650044001174,4.0,28.57142857142857
PRV51602,28,127,8,5,2,1,0,39,12,27,1986.6666666666667,77480,328.61538461538464,12816.0,38,2.051282051282051,76.01067059793958,5.487179487179487,48.717948717948715
PRV51604,5,622,34,5,2,1,1,329,50,279,2120.091185410334,697510,163.48170731707316,53622.0,257,2.43161094224924,73.53232265862788,4.382978723404255,32.52279635258359
PRV51605,11,150,5,5,2,1,0,72,5,67,652.6388888888889,46990,76.66666666666667,5520.0,70,1.7916666666666667,74.15913757700206,4.083333333333333,25.0
PRV51606,26,135,6,5,2,1,0,46,10,36,1436.9565217391305,66100,232.17391304347825,10680.0,45,2.130434782608696,73.45028717674018,4.608695652173913,36.95652173913043
PRV51607,6,31,1,5,2,1,0,15,1,14,1027.3333333333333,15410,4.285714285714286,60.0,15,0.6666666666666666,73.20447182295233,5.0,33.33333333333333
PRV51608,30,102,5,5,1,1,0,37,9,28,2111.891891891892,78140,267.35135135135135,9892.0,37,1.837837837837838,72.6290397173354,4.675675675675675,37.83783783783784
PRV51609,58,197,12,5,1,1,0,75,12,63,1477.2,110790,160.51351351351352,11878.0,70,2.68,74.82516997490303,4.8533333333333335,30.666666666666664
PRV51610,10,32,4,5,1,1,0,6,3,3,7191.666666666667,43150,534.0,3204.0,6,4.666666666666667,75.82432124115903,5.166666666666667,66.66666666666666
PRV51611,3,12,0,5,2,1,0,8,0,8,347.5,2780,0.0,0.0,8,2.5,73.18480492813141,3.125,25.0
PRV51612,13,51,6,5,1,1,0,13,6,7,5136.153846153846,66770,492.9230769230769,6408.0,13,5.538461538461538,76.10361712209762,4.3076923076923075,61.53846153846154
PRV51613,18,57,2,5,2,1,0,21,4,17,973.8095238095239,20450,203.42857142857142,4272.0,21,1.9047619047619047,69.89420162315439,4.857142857142857,23.809523809523807
PRV51614,71,605,68,5,2,1,1,268,148,120,5493.0970149253735,1472150,586.4528301886793,155410.0,243,3.388059701492537,73.89431691644448,4.7835820895522385,66.4179104477612
PRV51616,30,56,0,5,1,1,0,26,0,26,235.3846153846154,6120,0.0,0.0,26,1.5,71.01795398304638,4.653846153846154,19.230769230769234
PRV51617,12,82,5,5,2,1,0,22,11,11,5057.727272727273,111270,534.0,11748.0,22,5.0,80.4478874992222,4.5,59.09090909090909
PRV51618,1,9,1,5,1,1,0,1,1,0,2000.0,2000,1068.0,1068.0,1,2.0,66.16290212183436,0.0,100.0
PRV51619,12,68,5,5,2,1,0,19,8,11,4113.1578947368425,78150,415.3333333333333,7476.0,18,5.2105263157894735,77.63622608883605,5.473684210526316,63.1578947368421
PRV51620,6,42,3,5,2,1,0,8,3,5,2648.75,21190,400.5,3204.0,8,1.75,76.05783709787816,5.25,62.5
PRV51621,5,23,0,5,2,1,0,9,0,9,58.888888888888886,530,0.0,0.0,9,0.0,71.31644992014601,4.111111111111111,0.0
PRV51622,48,234,7,5,2,1,0,103,9,94,987.2815533980582,101690,94.0,9682.0,94,1.3495145631067962,70.31332442867301,4.553398058252427,25.24271844660194
PRV51623,24,82,5,5,2,1,0,21,7,14,2683.3333333333335,56350,356.0,7476.0,21,1.619047619047619,70.54189889508164,5.095238095238095,61.904761904761905
PRV51624,5,14,0,5,1,1,0,5,0,5,64.0,320,8.0,40.0,5,0.2,66.2713210130048,4.2,40.0
PRV51625,7,35,1,5,1,1,0,7,4,3,2774.285714285714,19420,610.2857142857143,4272.0,7,1.4285714285714286,75.6374303314755,4.571428571428571,71.42857142857143
PRV51626,11,22,2,5,2,1,0,9,1,8,4102.222222222223,36920,118.66666666666667,1068.0,9,3.6666666666666665,78.13430679139098,3.2222222222222223,33.33333333333333
PRV51627,12,78,6,5,1,1,0,26,3,23,1725.3846153846155,44860,123.23076923076923,3204.0,26,2.923076923076923,75.38861685884272,4.153846153846154,23.076923076923077
PRV51628,7,18,3,5,2,1,0,6,2,4,2220.0,13320,356.0,2136.0,6,1.1666666666666667,77.64271047227926,6.166666666666667,33.33333333333333
PRV51629,12,125,16,5,2,1,0,22,22,0,9681.818181818182,213000,1068.0,22428.0,20,6.318181818181818,77.14243046481239,5.090909090909091,100.0
PRV51630,6,18,1,5,1,1,0,5,1,4,372.0,1860,213.6,1068.0,5,5.0,76.70308008213553,4.6,20.0
PRV51631,6,18,0,5,2,1,0,6,0,6,250.0,1500,0.0,0.0,6,1.1666666666666667,83.51813826146476,3.1666666666666665,16.666666666666664
PRV51632,11,77,2,5,2,1,0,26,4,22,1032.6923076923076,26850,167.0,4342.0,25,4.346153846153846,75.52561470015269,4.1923076923076925,23.076923076923077
PRV51634,40,239,4,5,2,1,0,119,5,114,597.3949579831933,71090,47.226890756302524,5620.0,116,0.9915966386554622,73.40624299000915,4.504201680672269,23.52941176470588
PRV51635,26,65,1,5,2,1,0,29,1,28,969.6551724137931,28120,36.827586206896555,1068.0,29,1.3793103448275863,70.6458967641436,4.310344827586207,24.137931034482758
PRV51636,10,497,3,5,2,1,0,316,3,313,569.6835443037975,180020,12.417721518987342,3924.0,187,1.3132911392405062,73.13725643091692,4.6265822784810124,17.72151898734177
PRV51637,22,85,4,5,1,1,0,34,7,27,1277.6470588235295,43440,222.8235294117647,7576.0,34,2.1470588235294117,77.50436848250594,4.205882352941177,41.17647058823529
PRV51638,6,18,1,5,2,1,0,4,2,2,5122.5,20490,534.0,2136.0,4,2.75,63.587268993839835,4.75,75.0
PRV51639,28,115,7,5,2,1,0,29,12,17,3880.0,112520,441.9310344827586,12816.0,29,1.8620689655172413,75.22556586183295,5.586206896551724,51.724137931034484
PRV51640,7,30,0,5,2,1,0,7,3,4,2498.5714285714284,17490,457.7142857142857,3204.0,7,1.2857142857142858,74.96274567321795,4.142857142857143,42.857142857142854
PRV51641,9,41,0,5,2,1,0,14,0,14,121.42857142857143,1700,6.428571428571429,90.0,13,0.0,79.12623447736384,5.5,28.57142857142857
PRV51642,17,64,1,5,2,1,0,29,1,28,360.6896551724138,10460,4.285714285714286,120.0,25,0.7931034482758621,75.07753310203213,4.068965517241379,24.137931034482758
PRV51644,13,57,1,5,2,1,0,24,1,23,687.0833333333334,16490,49.083333333333336,1178.0,24,1.625,71.98300250969656,3.9583333333333335,20.833333333333336
PRV51645,6,13,0,5,1,1,0,5,0,5,56.0,280,18.0,90.0,5,5.4,71.54277891854893,4.8,0.0
PRV51647,7,61,5,5,2,1,0,12,6,6,3745.0,44940,534.0,6408.0,12,4.416666666666667,77.08647045402692,5.083333333333333,50.0
